user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,source,is_retweet,hashtags
Vivi MartinezBianchi,"Durham, NC","Family Medicine Doctor. Interests: Population Health. Global and Community Health. Health Equity. Advocacy, Social Justice & Accountability. WONCA-WHO Liaison",07-05-2011 14:34,4489,1838,3249,FALSE,25-07-2020 11:37,"One-third of COVID-19 patients who aren't hospitalized have long-term illness, CDC says https://t.co/Tphmz1AS8f via… https://t.co/H4UH5OyuEt",Twitter for iPhone,FALSE,['3M8210'] 
Bey IS in #GOODTROUBLE 💜2020,"Baltimore, MD",Learn to love instead of hate! R.E.S.P.E.C.T! “Stoicism is a luxury and Silence is a weapon!” No Babies in Cages! Asiatic Forever! ❤️💜💛 #VOTE 8:46,04-04-2009 17:40,3289,2914,205020,FALSE,25-07-2020 11:37,American school systems need to ignore the @WhiteHouse guidelines and follow the original @CDCgov before White Hous… https://t.co/9qMC5enM56,Twitter for iPhone,FALSE,['Flights'] 
OhanaLink Baby,,"OhanaLink Baby app provides connectivity through a private, mobile waiting room to create an enhanced, memorable childbirth experience.",15-04-2020 02:51,6,3,3,FALSE,25-07-2020 11:37,"There are a lot of questions circulating about #COVID19, but for moms-to-be, there are even more questions. 

What… https://t.co/cokzNM4LzB",Twitter Web App,FALSE,['3M9501']
bluedarkArt,,"Graphic Designer & Photographer. I love Nature, Animals, Sun, Bright Colors ☀ ...but my Dark Side is not so far... 
http://t.co/6xaxAnoG71",12-03-2011 18:08,3210,2029,6010,FALSE,25-07-2020 11:37,"😷 #Face #Masks 😷
☆
#designed by #BluedarkArt #TheChameleonArt
☆
Available in my #Shop 👉 https://t.co/aMkBNjKJ0B
☆… https://t.co/7fPHjbBoJK",Instagram,FALSE,['Coronavirus updates']
The Alzheimer Society of Ireland,Ireland,We are the leading support service & advocacy charity for people with dementia and their carers. Helpline 1800 341 341. Charity Reg No CHY 7868 / Reg No 102700.,08-12-2009 21:53,10871,3382,8432,TRUE,25-07-2020 11:37,Listening to the carers speaking on @RadioBrendanRTE now it’s clear all need more support. And the people they are… https://t.co/UdFoamrNu0,Twitter for iPhone,FALSE,['rules']
Anthony Gooch Gálvez,Paris,Director @OECD #Coronavirus  #OECDForum #OECDParl https://t.co/BnVxJLTpdg #BetterLifeIndex https://t.co/PSfyaCw9rE ex @eu_commission,02-04-2009 23:49,4312,993,9988,TRUE,25-07-2020 11:37,Challenge posed by new diseases like #coronavirus #COVID19 -de facto empirical ground zero - entail high… https://t.co/pGhAeFb4sW,Twitter for iPhone,FALSE,['U.S. Coronavirus Updates']
☯ Mylène🍁🕶️👒⛅👋🏼,"Ottawa, 🇨🇦's 🌷🏙️Capital","🌬following 100☞by rotation 🙅‍♀️🄽🄾 CLOSED accts follows‼🙏
📇Info Gatherer ⓑPolyglot🦜 ⓒinterests➣🎶🖌️📸🔎+🗺️politics + assisting w/e possible ➣I 💛 pix 👍",25-07-2012 18:13,1292,100,125715,FALSE,25-07-2020 11:37,"🍁 Oh no #Canada 🙁 #COVID19 news out of #BC
 🄽🄾🅃 good, esp for  #HaidaGwaii 💔
https://t.co/MoZVjV1ytd",Twitter for Android,FALSE,['US']
😎FRESHMANKAY😏,White City Jabavu,... For nothing will be impossible with God. Luke 1:37 NET,04-08-2017 23:28,1548,1801,2860,FALSE,25-07-2020 11:37,"Home made Reflector and the test results&gt;&gt;&gt;
Shot of funds for more equipment such as lenses and lighting equipment.… https://t.co/TYwuAPqCJh",Twitter for iPhone,FALSE,['United States']
Xorlogics,"Belgium, USA, Pakistan","Xorlogics is helping international businesses in Enterprise #Web #Applications, #CloudComputing, #BigData and #MobileSolutions to achieve high goals",03-08-2011 16:12,4477,3778,281,FALSE,25-07-2020 11:37,COVID-19: What Can Artificial Intelligence Contribute to Healthcare Industry #ARTIFICIALINTELLIGENCE #CORONAVIRUS… https://t.co/v5HL85Ol4O,Buffer,FALSE,['USA']
Mx. Joe~Anthony Sierra Let us pray #COVID19 away,#StGeorge~#StatenIsland~#NYC,Hope to be insightful,03-05-2013 03:46,355,228,3685,FALSE,25-07-2020 11:37,"#Hope #USA #GOP #Trump Impeachment #America would be a better different today #COVID19 dead 148,498
4,248,759 every… https://t.co/lD1j6BlRC4",Twitter Web App,FALSE,['U.S. news']
Peter C. Barnes,"London, England",Wiganer now living in London / Consultant and Parliamentary Strategist / TV & film addict / Views my own / #LGBT / @Conservatives / DMs open,17-01-2010 16:14,3807,3247,15126,FALSE,25-07-2020 11:36,I was doing this before #COVID19 https://t.co/m5t1V2NyRi,Twitter for iPhone,FALSE,['vaccine injection']
Nico Teen,Wellington ,In rapture,29-11-2012 20:32,270,821,140,FALSE,25-07-2020 11:36,@InsidersABC @David_Speers @JoshFrydenberg Why? This fellow has not the faintest idea how to plot Australians recov… https://t.co/SasinDGA8Q,Tweetbot for iΟS,FALSE,['vaccine injection']
god_is_good_,,music is life,25-07-2020 11:32,0,27,2,FALSE,25-07-2020 11:36,HI everybody follow this link above to know more about this seller and get your music promote to top rated social m… https://t.co/Sat3S6y04K,Twitter Web App,FALSE,['vaccine injection']
Noemi L. Dado,"Makati City, Philippines","Advocating social change for good ; Blogger ; Columnist, Sunday Business &  IT Manila Times ; Resource speaker ; Coffee enthusiast #PhilippineCoffee",09-04-2007 01:49,26478,2927,4279,TRUE,25-07-2020 11:36,"""We're asking everyone to treat the decisions about where they go, what they do and who they meet with as life-and-… https://t.co/By5Skut6s5",Twitter for iPhone,FALSE,['COVID19']
Noemi L. Dado,"Makati City, Philippines","Advocating social change for good ; Blogger ; Columnist, Sunday Business &  IT Manila Times ; Resource speaker ; Coffee enthusiast #PhilippineCoffee",09-04-2007 01:49,26478,2927,4279,TRUE,25-07-2020 11:36,"""We will not be going back to the 'old normal'. The pandemic has already changed the way we live our lives,"" World… https://t.co/U044EInINm",Twitter for iPhone,FALSE,['vaccine injection']
Simon Bromberg,"Southampton, New York","Groundskeeper at #ngla
Beekeeper at #ngla
Beekeeper at @bestbees
Beekeeper-at-Large",01-02-2018 14:04,18,263,102,FALSE,25-07-2020 11:36,"#Repost crazy.teacher.lady 
---
If we organize a national teacher strike, we will get our word across #Ohio… https://t.co/UxA6oWBx3h",Instagram,FALSE,['United States']
Virtual Financial Services,"Jacksonville, FL","Retired policeman. Now helping individuals, families and small business' with their financial needs.  Free Information, FNA and no obligation quotes.",13-06-2020 15:12,9,67,48,FALSE,25-07-2020 11:36,"Analysis finds 5.5M have lost health insurance amid pandemic 
#COVID19 #healthcare #healthinsurance #Florida 
https://t.co/x89mupLCKV",Twitter Web App,FALSE,['wash hands']
Allen Frances,,"Author 'TWILIGHT OF AMERICAN SANITY, A PSYCHIATRIST ANALYZES THE AGE OF TRUMP'
 'SAVING NORMAL'
Chair, DSM-IV Task Force.
Former Chair, Duke Dept of Psychiatry",05-02-2013 19:56,23604,631,391,FALSE,25-07-2020 11:36,"Even with a competent president (eg Hillary), #Covid19 would be a disaster- but a manageable one, like rest of worl… https://t.co/5MkVq5zqGV",Twitter for Android,FALSE,['vaccine progress'] 
JAMA Internal Medicine,"Chicago, IL","JAMA #InternalMedicine is a peer-reviewed medical journal providing the latest clinically relevant research, review, and opinion for all health professionals",07-07-2009 20:26,74411,535,229,FALSE,25-07-2020 11:36,"The first randomized clinical trial of convalescent plasma in #COVID19, reported by Li et al in JAMA suggests that… https://t.co/KMhXq5YaUQ",Sprinklr,FALSE,['vaccine injection']
Emma Nash,"Iowa City, IA","EM physician, critical care fellow. Hawkeye living in Husker land. On a never ending quest to find the perfect ponytail holder.",08-08-2011 03:03,176,97,96,FALSE,25-07-2020 11:36,"Quick reminder, there’s nothing special about an ICU “bed”, it’s the nurses, techs, RTs, and doctors that make it a… https://t.co/2IcJEbx7QM",Twitter for iPhone,FALSE,['vaccine injection']
Barry Cross,"Penmaenmawr, Wales",Life don't talk to me about life,17-08-2009 15:14,55,275,495,FALSE,25-07-2020 11:36,"Hold a public inquiry into the Government's handling of the Covid-19 pandemic 
#Covid19 - Sign the Petition!… https://t.co/YoRTjgw2Pf",Twitter Web App,FALSE,['Wuhan']
Pete Q🥓Crispy Bacon🥓,"Long Beach, CA",Truth Seeker,11-03-2009 18:53,920,2154,14537,FALSE,25-07-2020 11:36,More people have #COVID19 than are watching #MLB #KneelOnlyToGod,Twitter for iPhone,FALSE,['China Coronavirus Updates']
Opoyi,,"High-quality trusted conversations around news and information, in your language",13-01-2019 18:33,307,37,7,FALSE,25-07-2020 11:36,"Masks have become an accessory, than just a necessity. Many brands and design experts are crafting the lifesaving a… https://t.co/iDBjCEK3Ey",TweetDeck,FALSE,['Wuhan']
Ahmed J Versi,,"Editor & Publisher, The Muslim News. Ranked among the top 20 most powerful Asians in the British media by the Guardian.",20-06-2010 16:38,2043,283,280,FALSE,25-07-2020 11:36,"#JamiaMosqueNairobi, the largest mosque in #Kenya, shall remain closed for regular 5 daily prayers due to impractic… https://t.co/jNi9RKUOlX",Twitter Web App,FALSE,['other tweets related to China']
Patrick Lillis,"London, England","scientists are advising the world leaders on coronavirus and are listening. climate change is real, now Governments most listen.",17-10-2018 20:24,78,141,6189,FALSE,25-07-2020 11:36,@cnni This is Excatly what the scientists have been telling us from the beginning of #COVID19 it’s only now people… https://t.co/OrMFNMqQd8,Twitter for iPhone,FALSE,['China news']
VNS Live,"Karachi, Pakistan",Video News Service | Pakistan's first Mojo News Agency,09-11-2018 21:25,265,20,489,FALSE,25-07-2020 11:36,"COVID claims 25 more lives, infects 798 others: Murad Shah

#ChiefMinisterSindh #CMSindh #coronavirus #COVID19… https://t.co/PzJ3CXSKdR",Blog2Social APP,FALSE,['3M9501']
Dragon Shield Props™️,NYC,I make Green Ranger shields and other toku stuff ^^,28-07-2011 16:25,506,823,34342,FALSE,25-07-2020 11:36,"@mmpadellan I, along with everyone else, should fully expect the first annual Trump Games next year, to “celebrate”… https://t.co/9Nz9VmlGi3",Twitter for iPhone,FALSE,['China Coronavirus Updates']
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",07-03-2020 12:52,433,1,0,FALSE,25-07-2020 11:36,"213 new cases and 1 new death in the State of Palestine 

[12:36 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",COVID19-Updates,FALSE,['wear mask']
Spencer Dixon,"South West, England",IT Director. Campaigner for UK Family Law reform and children's rights. Francophile. Anti-communist. Co-founder of FLAG @dredgetherivers.,12-02-2009 21:41,800,2355,7692,FALSE,25-07-2020 11:36,"Updated thread by @DrZoeHyde
on children &amp; #COVID19

Summary: schools can only reopen safely if community transmiss… https://t.co/WrFgCXyf6e",Twitter for Android,FALSE,['wear mask']
Humanity First International,"Kingston upon Thames, London",Global NGO (est 1995) with 54 branches eliminating poverty through sustainable development. https://t.co/qZXaRpwOHD https://t.co/ga09jNf1wl,02-01-2020 15:20,4592,1324,569,FALSE,25-07-2020 11:36,HF has been running #food pantries in 25 #US cities through @HFUSA and served over 1.14 million #meals through the… https://t.co/BZKNlCuHJp,Twitter for iPhone,FALSE,['3M8210'] 
Jamie Penfold ⚒,Hampshire ,"Geordie, photographer, vlogger, blogger, Dad and lifelong hammer! ⚒⚒",06-02-2009 07:46,1994,1146,3285,FALSE,25-07-2020 11:36,Yesterday I had the pleasure of shooting Corinne and Pedro’s wedding at Hendon Town Hall and Pergola Gardens at Ham… https://t.co/EscUTIGgX2,Twitter for iPhone,FALSE,['mask types']
VickieM_WV,WV,"Retired, solo traveler, photographer, writer, friend of wildlife, a blue dot in a brick red state. Trump is a just a grifter.  #Resist #TeamPelosi",20-03-2019 00:39,1113,2604,11610,FALSE,25-07-2020 11:36,"Damn that John Roberts trying to help save lives. People have the right to go to church, sit close to someone, sing… https://t.co/Yn6UZ31kq2",Twitter Web App,FALSE,['N95']
𝕽𝖆𝖈𝖍𝖊𝖑 𝕵𝖔𝖓𝖊𝖘🌊 DUMP TRUMP,"Philadelphia, PA","Law&Society/Comm dual major. Politically engaged. Old soul. Ocean seeker. Shark lover. Playwright. Pass the 🎷Oh, and I like ice in red wine. Z2. #RESIST ✊🏽🌈",27-06-2018 02:52,6804,6498,14316,FALSE,25-07-2020 11:36,"Pre- COVID selfie CHALLENGE! I’ll join in on the trend! Post a selfie preferably, or pic you took right before the… https://t.co/CxMXCN4xyU",Twitter for iPhone,FALSE,['3M9322']
Martin Mclocklan,gateshead ,Be Nice...,29-07-2010 21:10,459,1427,11251,FALSE,25-07-2020 11:36,These masks have made the eyebrow raise the new polite smile when you walk passed folk in the supermarket! #COVID19,Twitter for Android,FALSE,['Flights'] 
Mahi,India,"Fitness transformation, 
Financial transformation,
Career transformation. Achieved all these in just 2 years",04-02-2020 03:37,86,763,737,FALSE,25-07-2020 11:36,"natural way of working 
in remote &amp; you may need additional skills of remote teams handling softskills/communicatio… https://t.co/CMEGEwrN7c",Twitter Web App,FALSE,['traffic']
Cities Today,London,"The leading news platform on urban mobility and innovation, reaching an international audience of city leaders.",29-01-2011 13:47,21772,6679,1982,FALSE,25-07-2020 11:36,"“Together, we must move beyond the management of short-term response and seize a historical and unique opportunity… https://t.co/gExQkQA9FX",Zoho Social,FALSE,['3M9322']
Mahi,India,"Fitness transformation, 
Financial transformation,
Career transformation. Achieved all these in just 2 years",04-02-2020 03:37,86,763,737,FALSE,25-07-2020 11:36,"#remotejobs #covid19 #layoffs #Jobs 
I can understand the current Covid19 crisis &amp; it's affect on job market, I fee… https://t.co/ScrxBRXLFq",Twitter Web App,FALSE,['news']
Irfan,,funny tinged IC4A1dad. youth worker. proud tyke. builder. imam. wearer of many hats. Interests? Diverse cricket. politics religion #TEAMKYA #LETSUNITE views own,05-08-2011 10:49,441,490,6245,FALSE,25-07-2020 11:36,"What’s difference a year makes. 
The @thejocoxway buzz cut 
&amp; the 2020 #COVID19 cut https://t.co/d3OzMrSFJy",Twitter for iPhone,FALSE,['Coronavirus updates']
Hugh James,"Cardiff and London, UK","Hugh James is one of the top 100 law firms in the UK, providing expert legal advice to clients from our Cardiff & London offices.",28-06-2012 13:52,5551,1186,3471,FALSE,25-07-2020 11:36,Avoiding or delaying seeking medical assistance during the #coronavirus pandemic. Julie Maiden from our Clinical Ne… https://t.co/sc4SyzpiwC,Sprout Social,FALSE,['US']
Jennifer Minix,"Summerfield, FL","I am 33 year old.
I have brown hair and green eyes
I am 5'0ft tall",26-03-2016 00:59,46,28,7919,FALSE,25-07-2020 11:36,If Walmart wants the customers to wear mask they should go back to 24 hours #walmart #COVID19,Twitter for Android,FALSE,['traffic']
Mzo Gift Dlamini,"Johannesburg, South Africa",God is good.,03-03-2012 20:51,1705,2487,7715,FALSE,25-07-2020 11:35,If you need Thermometer R500 each + Currier. Available in Bulks if you want. Call the number on the poster Or Whats… https://t.co/ASQOyIsYxc,Twitter for Android,FALSE,['USA']
Derpthroat,Where the Tex meets the Mex.,"shadow dweller of stupidwatergate. Public servant. It's chaos, be kind

I swear that I'm a nice cat.

Twitter doesn't give users due process and edit.

#GoSpurs",06-10-2019 20:40,381,1271,25814,FALSE,25-07-2020 11:35,"@montaga @realDonaldTrump #OkTraitor #TrumpIsKillingUs

He failed the #CoronavirusPandemic 1st wave.

Test, trace &amp;… https://t.co/T8i6Ste4On",Twitter Web App,FALSE,['US']
KylieHolmes,"Abbotsley, England",Author/Writer. SCWBI Member. @SCWBI_BI MG/YA Margaret Carey Scholarship 2018 Winner #goldeneggacademy #newegg #WriterMentor #Mindfulness & #Meditation Teacher,21-10-2008 14:28,1983,1890,3009,FALSE,25-07-2020 11:35,"Thank You 🙏 wendybibsqueak72 for my #facemask 😷 I love it.

Love Miss Ruby. 

 💘 ❤ 😍🤩🥰💜

#facemask #covid19 #covid… https://t.co/vvyIARnL4f",Instagram,FALSE,['US']
Agent P 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,Inverness,"Ex-professional football player and nightclub owner. If you want to see the real Nicola Sturgeon in action, have a look at my pinned tweet. 

#AntiSNP #77th",20-09-2012 13:45,21089,3612,246540,FALSE,25-07-2020 11:35,"@DavidWh05361616 @brath_gu Maybe you should pay more attention to my tweets.

""An interesting table showing… https://t.co/J2udr2UwIr",Twitter Web App,FALSE,['USA']
Joel Gentry,"North Carolina, USA","Husband of 1, Father of 2, Caretaker of 32.",25-03-2009 03:21,182,246,6474,FALSE,25-07-2020 11:35,"If #SCOTUS rules that protests are legal, but gathering as a church is not, then isn't assembling as a congregation… https://t.co/2qVEFdcyzq",Twitter for Android,FALSE,['United States']
SueMe🙄,"Midrand, South Africa","Personal chef |
Ig: @digestt_ |
Tastes better Made specially for you",28-08-2019 13:25,41,307,213,FALSE,25-07-2020 11:35,"You contribution towards this initiative will be highly appreciated. Do dm for more information!
#Ferguson… https://t.co/uAYdPs8Ts8",Twitter for Android,FALSE,['wear mask']
YesPunjab.com (For Punjabi follow @BawaHs),Punjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,10-12-2010 09:11,113245,151309,41,FALSE,25-07-2020 11:35,"#PunjabPolice #CyberCrimeCell issues Alert on #COVID19 #phishing #fraud @PunjabPoliceInd 

https://t.co/H10HVsFIGJ https://t.co/xUDX33NlVF",Hootsuite Inc.,FALSE,['vaccine injection']
SIASAT TV,"Hyderabad, India",Siasat TV is a Hyderabad based News and Entertainment channel. It is a unit of a famous Urdu Newspaper The Siasat Daily.,25-08-2018 15:12,3572,26,1,FALSE,25-07-2020 11:35,"#Hyderabad : Son refuses to allow mother into house who recovered from #coronavirus 

#TelanganaFightsCorona… https://t.co/npJCpIm3fO",Twitter Web App,FALSE,['Stay at home']
masudkarim মাসুদকরিম,ছায়াপথ,বাংলার জয় বাংলা ।। রিটুইটস ≠ সমর্থন - লাইকস ≠ পছন্দ।। |https://t.co/ovJnGxSl8N |@muktangon |@icsforum |https://t.co/ODDRJ0H28w |https://t.co/QyATkPUPtP ।#দাগ।,12-04-2009 09:17,1212,627,12702,FALSE,25-07-2020 11:35,the work of six Public-Private Partnership (#PPP) projects involving over US$ 3.0 billion investment has virtually… https://t.co/rB7DtqeSPG,Twitter Web App,FALSE,['U.S. news']
Julio Salado,"Boston,MA and Malden,MA",Voted #2 Boston's BEST Personal Trainer|NSCA-RCPT*D|USAW|USAPL |Author|Educator|Weight Loss|Post Rehab| Tai Chi |@JSaladoRE |EMT in Training|Services in Link👇,12-03-2012 12:32,2043,1240,6975,FALSE,25-07-2020 11:35,"What type of #Facemask should be used for #workouts in the #gym? My specialty is #fitness, NOT #Epidemiology! Exhal… https://t.co/orWrlhD8kT",Twitter for iPhone,FALSE,['Stay at home']
Front Line First Aid,United Kingdom,"Supporting people post-trauma, offering informative videos for those whose #mentalhealth is affected by the pandemic. Founded by Chrysalis Associates.",10-06-2020 15:12,10,164,3,FALSE,25-07-2020 11:35,Our next bite-sized resource comes from Director Jacqueline Lynch as she answers the question ‘What is Trauma?’… https://t.co/dxG4W0xb5K,Twitter for iPhone,FALSE,['wash hands']
Stasiek,Radioactive Razor Tornado,Life? Don't talk to me about life!,20-09-2007 19:22,1076,1344,1032,FALSE,25-07-2020 11:35,Good! #GOP #Trump #COVID19 https://t.co/qtj1HAfJPT,Twitter for Android,FALSE,['Stay at home']
carol mammano,"New York, NY","I’m just an old hippie, she/her. Welcome to #TheResistance; now let's get to work. #NotMyPresident #PPA #BlackLivesMatter",28-11-2014 16:06,3365,4944,30132,FALSE,25-07-2020 11:35,@Helenhs @Laurie_Garrett Watch this #COVID19,Twitter for iPhone,FALSE,['wear mask']
Jasper #Ω.,Right behind you ,#UnitedBlue https://t.co/xdhYM8QhAA PROUD Member of #TheResistance https://t.co/MBRSIH4RAo #Ω #Resistance #TheLincolnProject,09-03-2012 18:55,14385,7734,223,FALSE,25-07-2020 11:35,Florida #GOP Rep. ⁦@VernBuchanan⁩ ‘Devastated’ After Longtime Staffer Dies From #COVID19  https://t.co/fmnjJp13hg,Twitter for iPhone,FALSE,['other tweets related to China']
George Ngugi Wangari,"Nairobi, Kenya",Entertainment,16-09-2017 17:24,23,271,71,FALSE,25-07-2020 11:35,@KBonimtetezi Must it be branded by your name as if it's the cure for Corona virus...there is shortage of fools in… https://t.co/KpLjDjdKJk,Twitter for Android,FALSE,['Wuhan']
Belfast Telegraph,"Belfast, Northern Ireland","Northern Ireland news, sport, features, opinion and debate #tellitlikeitis",12-02-2009 15:57,185593,15208,171,TRUE,25-07-2020 11:35,Coronavirus updates: Holidaymakers’ plans hit by delays and travel restrictions #coronavirus #COVID19… https://t.co/1Ts30xBlPM,TweetDeck,FALSE,['Mask shortage']
Wonka’s Driver,"I got to, I got to ... get away!","Lover of chocolate (obviously), Name of the Wind, firefly, Push Baby, The Struts, Pink, Little Mix, HS & more.",10-04-2012 16:20,141,130,5016,FALSE,25-07-2020 11:35,"No, that’s the definition of GROSS negligence. #COVID19 #coronavirus https://t.co/IIJ2NAkvRA",Twitter for iPhone,FALSE,['wash hands']
Stanley's,"Ebonyi, Nigeria","heard of dvillastores? am a business mind broh I deal in jewelries and bags, undies and glasses included. we live by lifting others so do me good by patronizing",28-03-2020 10:14,695,2352,1272,FALSE,25-07-2020 11:35,"I sell face shields at wholesale and retail prices 
#ObasekiFlagsOffToday #AwayByRemi #BuhariWhereIsPIB #COVID19 https://t.co/LIfOxkfcbs",Twitter for Android,FALSE,['social distancing']
Chandrika Misra (from 🏡),"New Delhi, India",🌺 ~ Digital @MSLGROUP_India | Alum: @MuskingumUniv & Modern School Barakhamba Road,10-07-2012 17:31,446,787,4879,FALSE,25-07-2020 11:35,"life nowadays, thanks to #COVID19 https://t.co/UrDTNpJgUu",Twitter for iPhone,FALSE,['Wuhan']
Covid-19 Food/Future,Africa,"A @tmg_think initiative |
Learning from the pandemic to achieve resilient food systems |

#SDG2 #SDG5 #SDG10 #SDG15 #SEWOHLab

Funded by @BMZ_Bund",03-04-2020 07:48,1860,173,901,FALSE,25-07-2020 11:35,#KENYA-There are thousands of families across the country which are facing severe food shortages due to #COVID19… https://t.co/OlyE9rq6YG,Twitter Web App,FALSE,['social distancing']
Ivan Humble,Lowestoft - England,Ex-EDL Regional Organiser - Associate Trainer @menyoueducation - Admin - @liftloudfordan1- Supporter @fae_support - Views R mine. #CVE #PVE #LivedExperience,21-08-2011 00:13,3484,3279,20500,FALSE,25-07-2020 11:35,"How #COVID19 Has Impacted Counter- #Extremism Efforts - Great read via @RanttMedia &amp; @Sean_Arbuthnot_ 

https://t.co/h9En8uT1Cc",Twitter Web App,FALSE,['Mask shortage']
ITBusinessHero,"Cold Spring, NY",,17-03-2014 22:27,56,75,8,FALSE,25-07-2020 11:35,"We should be eating out to help restaurant owners, but many are still scared to go to a restaurant. This new tech c… https://t.co/rY70ukfzmi",Hootsuite Inc.,FALSE,['Wuhan']
Esther Pak,"Geneva, Switzerland",Swiss-based Korean-American grad student @IHEID from Chi-Town. @JohnsHopkinsSPH alum. Jazz/comedy aficionado. Tweets about global health and life epiphanies.,08-02-2014 22:12,137,285,2493,FALSE,25-07-2020 11:35,"""Don't expect someone else to keep you safe.""

-Stay &gt;1m from others
-Keep washing your hands 
-Wear a mask
-Stop s… https://t.co/dShrFMlCbT",Twitter Web App,FALSE,['N50']
Anita Bhatia,"Washington, DC",@UN_Women Assistant-Secretary-General & Deputy Executive Director | Lifelong women’s rights advocate | Fearless feminist | Tweets are my own,28-02-2009 13:38,2788,554,1629,TRUE,25-07-2020 11:35,"In Morocco, @ONUFemmesMaroc is on the ground helping rural women struggling to maintain their cooperatives due to… https://t.co/iI27L6cxR6",Hootsuite Inc.,FALSE,['N50']
ATChousing,,ATChousing is focused on home and personal hygiene products. your health is our responsibility,30-06-2020 12:25,2,29,7,FALSE,25-07-2020 11:35,"MOISTURISER HAND SANITIZER ON SALE!
Enjoy instant clean from natural hand sanitizer!

#health #healthylifestyle… https://t.co/Y9ZPIkWZ5s",Social Media Publisher App ,FALSE,['N95']
Healthwatch Richmond,Richmond,Healthwatch Richmond is the new independent consumer champion for both health and social care.,09-11-2009 17:39,1547,502,334,FALSE,25-07-2020 11:35,Have you left hospital since the arrival of #COVID19? Did you know what would happen next? Tell Healthwatch England… https://t.co/ot486zezyP,Hootsuite Inc.,FALSE,['N50']
NSFT mental health,"Norfolk and Suffolk, UK","Tweets by our comms team. Please don't leave urgent messages or messages concerned with your care and treatment - if you need urgent help, call 01603 421421.",27-10-2009 16:33,8904,1879,1554,TRUE,25-07-2020 11:35,If you're going out this weekend please remember to keep social distancing #COVID19 #ProtectSuffolk #ProtectNorfolk https://t.co/QhzkiG9uay,Hootsuite Inc.,FALSE,['mask types']
Åsa Regnér,"New York, USA",Assistant Secretary-General & Deputy Executive Director of @UN_Women.,12-03-2015 15:18,12827,2204,516,TRUE,25-07-2020 11:35,"“To be able to meet their financial needs, women were already diversifying their activities to include animal husba… https://t.co/LPaj27RMLK",Hootsuite Inc.,FALSE,['Wuhan']
Terence Rose,"Washington, DC",Let's trade ideas. | CEO & Founder of @opentotrade. I enjoy building and designing things. | Opinions & views are my own. Spotify: https://t.co/FPnQt3q7jW,26-11-2007 04:07,459,352,7123,FALSE,25-07-2020 11:35,"For #herdimmunity to be achieved millions would die and the health care system would collapse after ""years of fille… https://t.co/WNKAXjfviR",TweetDeck,FALSE,['3M9322']
Rick O'Shea,,"If you follow me, be an active follower, please.",19-05-2018 15:35,3310,5000,26,FALSE,25-07-2020 11:34,"Just in case you weren't aware, capitalism is still beating socialism.

#COVID19
#Coronavirus
#COVID https://t.co/aTa8uQmpRE",Twitter Web App,FALSE,['3M9001']
Kathleen Doobay (She/Her),✈ Global Citizen 🌎 ✈,#stayhome ღ Poet ღ Writer ღ Researcher ღ Community ღ Lifelong Learning ღ Speaker ღ Blue Jays ღ Raptors ღ #metoo 🇨🇦🏳️‍🌈📧kathleen.doobay@gmail.com,03-08-2012 03:40,1234,744,46465,FALSE,25-07-2020 11:34,"Experts say “this is what the data is saying”

What isn’t being reflected; seen/heard?

Experts say “this is based… https://t.co/TceBPudMV0",Twitter for iPhone,FALSE,['3M9322']
Osun Digital Radio,Osun Digital ,"Osun Digital Radio is a disruptive online radio platform that combines audio and visual digital transmission to give a better experience.
📞 +2347035288450",17-09-2018 14:56,131,76,45,FALSE,25-07-2020 11:34,"The Best and Proper way to Wear the Viral Face Shield by Federal Ministry Of Health.

Let's inform them.

Public ad… https://t.co/yqx1fY7SDB",Blog2Social APP,FALSE,['3M9001']
Ifedolapo Osun,"Osun, Nigeria",Media/ Media Strategist/ Political Commentator/ PS/ Business Administrator/ Public Relation/ Politicians,13-01-2019 10:21,1994,4254,12321,FALSE,25-07-2020 11:34,"In line with the inec nigeria and NCDC guidelines on #Covid19, the 2 meters sitting position at the venue of the Gu… https://t.co/qlJnhNeuJb",Twitter for Android,FALSE,['Flights'] 
Jimm Retling,,"Artist, Dad, Beer Enthusiast, Cat Person, Photographer, Videographer - By following me, you represent that you're over 21 years of age.",20-03-2014 22:43,1625,1940,22799,FALSE,25-07-2020 11:34,I am amazed that Drive-In movies are not making a raging comeback. #pandemic #coronavirus #COVID19 https://t.co/FO7wfjIfE1,Twitter for iPad,FALSE,['3M9001']
IGBS - ISDC Global Business School,,"IGBS - ISDC Global Business School is the Emerging  Premium Business School Network Promoted by International Skill Development Corporation (ISDC) , UK.",04-04-2018 06:22,24,8,9,FALSE,25-07-2020 11:34,"What agents say about the plans of Chinese students

Know More: https://t.co/r0RWMNSUIW

#InternationalStudents… https://t.co/GOBLeOcqOQ",SocialPilot.co,FALSE,['3M8210'] 
